Country,Age,Weight,Height,Gym,Gender,BMI,PAL
Mali,21,93.96081928742143,194.95498098531627,0,Male,24.721688145344185,1.55
Ghana,30,93.53325769301811,165.565310001822,0,Female,34.12144129234441,1.375
Mali,30,90.74130291743259,171.94006858566593,0,Female,30.69381135146987,1.55
Cameroun,20,63.588328765833595,162.3785345078889,1,Male,24.116827440234285,1.375
Ghana,57,83.523971683953,193.0509428894983,1,Female,22.411312079202336,1.2
Cameroun,32,70.40648937926804,191.05346213772287,1,Male,19.288695884538875,1.725
Mali,57,65.29976102106957,188.149195021394,0,Female,18.446197861061286,1.375
Ghana,25,76.18262121404457,168.81039015037933,1,Male,26.733607292952627,1.55
Mali,40,73.98763090259772,171.59769965012887,0,Male,25.12674302044109,1.2
Ghana,41,92.78774787948554,184.67537641177995,1,Female,27.20649829270065,1.725
Nigeria,41,53.973946439958084,193.1956258757564,1,Male,14.460709277402325,1.2
Nigeria,44,55.877844554192215,151.97547567048892,1,Male,24.1931613830449,1.375
Cameroun,36,75.84462962284533,183.4227637146463,0,Female,22.543345604642735,1.55
Ghana,63,53.31131526765667,162.91124414235054,0,Male,20.08710161707662,1.375
Mali,53,80.0332249611422,192.03260226616905,1,Female,21.70303061085429,1.375
Egypt,37,95.77733745093082,197.53547931423776,0,Female,24.54553704540059,1.725
Nigeria,46,72.23870025630632,157.43025198512055,0,Female,29.146978608093573,1.9
Nigeria,26,82.59030325423512,193.67034469730243,0,Male,22.019264570468362,1.2
Tunisia,54,95.82660263585927,171.4055162512081,0,Female,32.61643588031755,1.55
Nigeria,53,97.92114616117124,192.0320478935442,1,Female,26.55394561356589,1.2
Egypt,26,50.78979963906474,185.71570634261482,0,Male,14.725811289597731,1.375
Tunisia,45,76.28861237675962,172.86734236819586,1,Female,25.529000096346465,1.55
Ghana,61,70.89478810623004,185.35076464256616,0,Male,20.636001216831794,1.55
Cameroun,22,85.04624170634202,175.78652328602308,1,Male,27.522252373778713,1.2
Nigeria,26,92.39669654043088,173.13184704941818,1,Male,30.82495984739466,1.55
Cameroun,33,66.65616631885726,178.34127092493918,0,Female,20.95736211079561,1.55
Nigeria,39,62.1637658808736,187.20128230053876,1,Male,17.73861376463206,1.9
Mali,51,61.38814347757012,197.24874924009143,1,Female,15.778146474211349,1.375
Nigeria,20,75.15060690222185,193.19159826175266,1,Female,20.135203416221852,1.725
Egypt,30,71.25752705114563,181.993623322538,1,Female,21.513863231873298,1.375
Togo,60,80.21678623685048,195.1403217477942,0,Male,21.065473488563775,1.2
Nigeria,33,66.56105318608518,160.2088249011284,0,Male,25.932674872957172,1.725
Cameroun,62,56.643473975148886,198.89537733120954,1,Female,14.318598189539752,1.9
Cameroun,23,73.99908801830907,172.4168510998931,1,Male,24.89241019906659,1.725
Ghana,28,99.10322205603197,194.40099056988356,1,Male,26.223510373281126,1.9
Nigeria,42,62.71616645647978,180.90401207822046,0,Male,19.16386517038508,1.55
Ghana,35,51.050977451380895,172.8719584891722,0,Female,17.08263876874241,1.9
Nigeria,36,80.49826190914276,191.1064870740296,0,Female,22.041220772560347,1.375
Togo,55,53.37054019628519,184.99600143934197,1,Male,15.59469608644754,1.2
Cameroun,53,70.05693307965765,174.5529372862202,1,Male,22.993061369194823,1.9
Nigeria,23,88.31515874324323,156.09489714747443,0,Male,36.245812716169105,1.9
Tunisia,44,72.86923592136951,160.38342581725192,0,Female,28.328608597818214,1.725
Togo,55,70.38251390194668,154.60372179181195,0,Male,29.445903584291436,1.375
Nigeria,28,94.84151782009258,183.86938679929392,1,Female,28.05302122347077,1.2
Tunisia,22,60.47353996485748,189.51286559717846,1,Female,16.837902666103005,1.9
Tunisia,38,93.95676360516072,174.45585298858919,0,Female,30.87144511839367,1.55
Ghana,56,58.750509819559554,152.803756526447,1,Male,25.16190842957998,1.725
Togo,37,95.37976437672759,179.139865187984,0,Male,29.72157085166136,1.9
Ghana,21,87.20982078549682,173.5623917484432,0,Female,28.950371531948242,1.55
Egypt,49,90.8673270110335,196.28012904223027,1,Male,23.58604284951951,1.55
Tunisia,31,81.07787245670572,185.23182228729738,1,Male,23.630403931191196,1.725
Tunisia,22,67.22001005094555,163.05550076159736,1,Female,25.282945237836184,1.375
Togo,46,90.73256264951577,156.58149963089858,0,Female,37.006863737443055,1.2
Togo,43,85.44886466024907,169.20202510376288,1,Female,29.846621870126228,1.375
Tunisia,58,63.87354893561357,184.92381677470493,0,Male,18.678214129734357,1.2
Nigeria,20,82.44070625940284,178.51749098970055,0,Female,25.86903062788282,1.55
Tunisia,23,63.318430925475376,162.32973174967944,1,Female,24.028906208442148,1.55
Tunisia,21,69.20687259598583,186.9599805568094,1,Male,19.79939481176815,1.55
Ghana,40,58.92016290610429,197.71407639672546,0,Male,15.07262028182491,1.9
Ghana,62,63.88205502075147,194.3066414432904,0,Male,16.920125822243318,1.55
Tunisia,51,98.70886564566226,178.05719338913386,1,Female,31.13415720292531,1.55
Tunisia,24,58.68365568991193,180.17422736012057,0,Female,18.077227500509085,1.2
Tunisia,38,69.72362527239659,167.19819929514185,0,Male,24.941166894252397,1.725
Nigeria,64,86.26153667699077,181.00105293496338,0,Male,26.3302503170788,1.9
Mali,54,82.34787138555899,180.50325101277804,1,Male,25.274485341820803,1.725
Ghana,18,94.28675266404727,199.62901739162754,1,Male,23.659378942254776,1.2
Tunisia,60,68.43878859887116,177.6503749279526,1,Female,21.68553080024797,1.9
Ghana,57,57.1185724452193,188.74824941554616,0,Female,16.03287770635321,1.55
Cameroun,31,87.57781106969446,160.24014643514118,1,Female,34.107620320388584,1.375
Tunisia,30,55.90068673398733,179.02216851606693,1,Male,17.442290534506125,1.55
Egypt,29,99.33850552120488,193.11437696499564,1,Male,26.637189935267454,1.375
Egypt,31,68.3992875426991,167.24391894550953,0,Female,24.45405624993224,1.55
Ghana,46,68.29612515494644,162.1357298651163,0,Female,25.979967440506428,1.725
Cameroun,24,86.67630574651636,156.48468593655923,1,Female,35.39620548792051,1.9
Mali,45,70.13193296145074,158.1521001419476,0,Female,28.03921703145047,1.55
Togo,55,76.91893401170663,197.32072915047112,1,Female,19.75549125527124,1.375
Nigeria,48,92.43957342381941,186.79183165621288,0,Female,26.4936729681792,1.725
Egypt,44,87.86515846150435,189.52957409225496,1,Female,24.460353168592427,1.725
Egypt,33,85.31097074367649,159.01522477814086,1,Female,33.73863196562893,1.2
Ghana,28,58.23212682962968,191.35339893086174,0,Male,15.903411287024475,1.725
Egypt,29,66.77402231169509,150.71487443526365,1,Male,29.39647835208868,1.9
Tunisia,33,67.99586126538863,154.254105332494,1,Female,28.57649872425574,1.2
Nigeria,24,72.84800921066834,174.86684514961598,0,Female,23.82334490082437,1.375
Ghana,22,61.987560417119205,193.73865977713146,0,Male,16.514748427905023,1.9
Nigeria,20,83.46265847009661,153.90714127455018,0,Female,35.23503204459995,1.375
Ghana,48,84.80830615075635,159.53417972777444,0,Female,33.321987867405056,1.725
Ghana,60,85.34390235426716,167.03477853708304,1,Female,30.588535593062442,1.375
Ghana,49,50.441687407344034,191.03672060778172,0,Female,13.821522907069415,1.2
Nigeria,53,89.41973674039906,184.39919731934478,1,Female,26.29755271877357,1.2
Cameroun,27,92.9848727334782,193.01373410668464,0,Female,24.95949966990556,1.2
Ghana,42,58.04241768620139,186.36730409872504,0,Female,16.711138870322714,1.9
Ghana,55,63.772799757948974,167.0854539705516,1,Male,22.84326604788078,1.2
Togo,50,51.40401652517576,170.63226929937957,1,Male,17.655284539963965,1.55
Tunisia,31,96.57472594008684,192.9674628574694,0,Male,25.935540957969522,1.725
Mali,49,51.082203666709084,199.44826767504907,1,Female,12.841302810163869,1.725
Ghana,53,67.21557382324603,159.6268526979728,0,Male,26.37898061699867,1.725
Tunisia,55,71.8637799737653,154.4506256612354,0,Male,30.1252537100575,1.375
Egypt,21,96.56830740766301,175.63342467105983,1,Female,31.305473720597774,1.725
Tunisia,27,61.4965020093222,186.08120551450733,1,Male,17.76009937213789,1.2
Egypt,23,77.4148358686501,176.88831047599749,1,Male,24.741494510556496,1.725
Tunisia,21,98.95366714608089,178.57729566837224,0,Male,31.02983096721825,1.55
Ghana,50,93.0837745744079,170.59648223412847,0,Female,31.984078489037316,1.725
Nigeria,54,72.50524903791359,191.72994511512948,1,Male,19.723752884267633,1.725
Cameroun,33,95.91163060786431,151.6681706055528,0,Female,41.69484634760012,1.9
Tunisia,30,58.00596057745834,163.65321527826381,1,Female,21.658258782888616,1.55
Togo,23,59.91832531890345,169.58143649014167,0,Male,20.835457789225845,1.375
Tunisia,57,69.40753391099572,180.05934065942535,1,Male,21.407960901843687,1.375
Egypt,53,80.25405379547718,179.31444882067115,0,Female,24.9595302533493,1.2
Tunisia,18,53.255145849651726,151.9009076912409,0,Male,23.080267627882968,1.725
Tunisia,35,79.27951359872608,185.4339259401995,0,Female,23.05592712202251,1.2
Ghana,18,74.98875917757111,183.01803226866252,1,Female,22.387644608316837,1.9
Egypt,37,67.19544462373018,168.85421637017595,1,Male,23.56763549803368,1.9
Mali,62,81.48682043012751,154.14372467338612,0,Male,34.295384350285545,1.2
Tunisia,20,77.84617916616409,191.7683146959866,1,Male,21.168183824936325,1.725
Mali,38,91.61985159345787,197.58847486670456,1,Female,23.467475108518308,1.375
Tunisia,54,96.78817933545204,170.76758279571214,0,Female,33.19032143480461,1.9
Cameroun,34,78.78970615791576,187.18264880960078,1,Female,22.487351245383767,1.2
Nigeria,45,89.68116754553652,154.49517783592003,1,Male,37.57261275455834,1.375
Ghana,41,77.50916412456864,179.8812499882195,0,Male,23.954177303568137,1.55
Togo,19,65.73486229140208,164.54266477660292,1,Male,24.279442177853948,1.375
Tunisia,44,90.42088943046325,189.7819974350038,0,Male,25.104914592386496,1.725
Ghana,64,64.04997921783077,188.11467336280307,1,Male,18.099794646410807,1.2
Mali,52,55.10208511385582,192.76361286996107,0,Female,14.829206686686996,1.55
Togo,34,74.8298141929727,167.98745701653692,1,Male,26.516790364396066,1.375
Tunisia,44,74.44742208305752,168.19482504568663,1,Female,26.316274328515018,1.375
Tunisia,31,56.27072630460343,179.5164946592867,1,Female,17.461188551409002,1.2
Ghana,18,72.26306039732992,162.49051478419352,1,Female,27.369087699483238,1.375
Tunisia,28,94.05133159648332,175.3849662331616,0,Male,30.575968465143156,1.2
Ghana,22,96.70186223114837,168.44196435152188,1,Male,34.08271967910601,1.375
Tunisia,19,78.52555001234896,176.6956056781519,0,Male,25.15124507526018,1.375
Mali,31,78.8586063669461,170.25095085200027,1,Female,27.2063327510042,1.9
Mali,48,93.0235866350747,177.5845134872886,0,Male,29.497343158287723,1.375
Mali,25,94.24655369079562,166.81636562059222,1,Male,33.867892149380765,1.725
Cameroun,35,88.20035589729741,195.84676526145154,1,Male,22.995218038961244,1.2
Ghana,52,93.16905115083742,183.090595484075,1,Male,27.793266915043297,1.9
Cameroun,61,97.04860933846932,168.85751594495267,0,Female,34.036784449608824,1.9
Tunisia,30,77.29207881917702,157.0239575192303,1,Male,31.347517280724098,1.55
Cameroun,39,77.59885074856943,182.9293774368769,0,Female,23.1893393825331,1.725
Mali,25,92.96093911781492,160.40682115519564,0,Male,36.12890821806239,1.725
Togo,45,70.84945823833131,157.48958751871768,0,Female,28.564908852955302,1.55
Ghana,61,70.73917318660864,153.9066408819489,0,Female,29.86381319902171,1.55
Togo,63,58.888718217800495,161.80178838104473,1,Male,22.493936585351438,1.9
Ghana,55,86.88175277150259,151.41533468082957,1,Male,37.89560563629597,1.55
Tunisia,40,80.23882493368157,166.0736640708377,0,Female,29.092632759624628,1.725
Cameroun,29,84.97251772321384,165.49311287769135,1,Female,31.02548909295914,1.9
Cameroun,55,70.29210673207884,180.9080928383931,1,Female,21.47783834470517,1.9
Togo,44,88.318284283054,186.4950063414078,1,Male,25.393128400787084,1.725
Egypt,62,95.10270123328294,177.39186564473076,1,Male,30.222156489693834,1.55
Mali,29,72.71455336408944,165.87826006165878,1,Male,26.42666736920153,1.55
Mali,36,89.59912570027808,198.93614053316352,1,Male,22.639998596386242,1.375
Nigeria,27,95.91204687398215,182.12447764655485,0,Female,28.915887145338445,1.725
Tunisia,53,77.06726210354131,195.75764821171515,1,Male,20.110943818336377,1.2
Nigeria,63,74.5058407888519,197.169658094765,1,Female,19.165058681008986,1.725
Ghana,32,97.60203366196603,190.57824337530673,1,Female,26.872757164898548,1.9
Mali,60,56.9775835005886,186.3761412052239,0,Female,16.40300415230791,1.55
Togo,36,53.94547212312137,174.09041092461916,1,Male,17.79939732022677,1.725
Egypt,39,88.28421416899367,154.39749289157746,0,Female,37.03416589733187,1.2
Cameroun,24,59.584307376408184,152.9258186793941,0,Male,25.478289443661374,1.2
Mali,20,99.05497912007414,182.11442709044655,0,Female,29.866725256584413,1.2
Tunisia,44,97.12459583122819,188.2649907515367,1,Male,27.4024939141833,1.375
Nigeria,64,99.20503796976949,191.41340764283848,1,Female,27.076281332599947,1.9
Nigeria,62,98.77460702716552,152.8719337573189,1,Female,42.26586797076202,1.55
Togo,26,58.03973690513699,165.14502021630489,0,Male,21.281119483904714,1.375
Tunisia,56,66.92995362060212,153.45411353133096,0,Female,28.42257718815167,1.375
Tunisia,61,90.2633125430886,189.88611805104256,0,Male,25.03368800927865,1.55
Mali,59,76.92084368570457,175.49134328795833,0,Male,24.976561112793036,1.2
Cameroun,24,83.80939515599994,180.24610039112432,0,Female,25.796509813835225,1.9
Togo,63,55.58036232316812,181.4686015330243,1,Female,16.877899198466142,1.9
Mali,52,84.14951630787729,198.46539369759265,1,Male,21.36397415805044,1.2
Togo,45,57.58717096134709,188.33123806212288,1,Female,16.23607396105037,1.725
Tunisia,21,72.95168786745552,193.6781816351352,0,Male,19.447955246574704,1.55
Ghana,32,93.19429562684923,160.7612904468145,0,Male,36.06005318400343,1.55
Tunisia,44,99.91951576085586,191.5234778543308,0,Female,27.23994847550779,1.375
Nigeria,44,74.01698892249584,191.63081416986623,0,Male,20.15583173422948,1.2
Nigeria,52,97.87080767015487,164.94094766113383,1,Female,35.97461885870169,1.725
Togo,24,51.13744473770449,199.25067237109488,1,Female,12.880699010706904,1.9
Tunisia,52,86.70654748164448,152.61327671674667,1,Female,37.227790351224236,1.2
Egypt,43,59.01595333950864,164.83660886461158,0,Female,21.720113202804104,1.375
Cameroun,49,76.88520381107236,165.8365696388828,0,Female,27.95645875838699,1.725
Cameroun,39,85.53361614939917,175.6098358829134,0,Male,27.7357017934669,1.375
Egypt,35,83.09636889682741,175.04550754021813,1,Female,27.11940195132981,1.375
Cameroun,47,55.956229563926044,160.11443263105997,1,Male,21.826669967806644,1.9
Tunisia,31,97.57545143179321,151.00819073443495,1,Male,42.78973144557482,1.9
Ghana,44,79.96172415070316,180.80960346047536,1,Male,24.45902621094858,1.375
Cameroun,59,67.3336311538261,162.61119078122672,0,Female,25.464266770406432,1.725
Tunisia,52,51.65686656134532,162.50357287432922,0,Male,19.561503464362882,1.9
Cameroun,41,65.12272340052247,178.1533153163011,0,Female,20.518458813336764,1.9
Tunisia,57,83.78233231731087,172.91825619532253,1,Male,28.02016907915128,1.9
Tunisia,58,78.05355393762056,191.47477437525444,0,Female,21.289700371371204,1.2
Ghana,39,51.5128709808769,167.78323921216025,0,Male,18.298631274410543,1.375
Tunisia,18,71.4761040567897,150.6258319221067,1,Female,31.503728442839435,1.9
Egypt,23,65.87034853640034,158.34578301761533,0,Female,26.27102135735171,1.2
Ghana,28,66.81876340345586,167.69698914686225,1,Male,23.76008026450695,1.2
Tunisia,21,97.60964088613758,153.8579410642753,0,Male,41.23375462596806,1.375
Egypt,26,79.34602742724962,193.08040708136804,0,Male,21.28378074911963,1.55
Ghana,46,97.505315030242,168.23268658492404,1,Male,34.45145187523106,1.725
Tunisia,42,80.67598873364287,160.40620139010448,0,Male,31.354652217611903,1.2
Ghana,58,66.36348055614198,171.80732897755226,1,Female,22.482561142769192,1.375
Mali,33,51.82028212230621,165.46920816677692,0,Female,18.926285879684947,1.2
Mali,18,75.101450582999,184.98174874187345,0,Female,21.947778264677076,1.725
Ghana,58,62.23045617368284,154.49441344571542,1,Male,26.072184744978518,1.9
Ghana,64,63.768071075135076,188.45581467531645,0,Female,17.95494985178362,1.9
Nigeria,20,77.33791457211706,186.19623007768286,1,Male,22.307489126574062,1.725
Togo,55,91.5878928506625,174.2730948582431,1,Male,30.156253114023393,1.2
Ghana,29,76.60564897644959,160.09270308768558,0,Male,29.889436059959877,1.55
Egypt,64,80.60026459937464,156.004423946248,0,Female,33.11788846470088,1.55
Tunisia,49,89.018882712323,186.71351954280337,0,Female,25.534691083969413,1.55
Egypt,47,83.28529716411875,154.80871417505438,1,Male,34.7518182907061,1.375
Mali,45,74.63564561662477,194.2332494500506,1,Female,19.783318470751514,1.2
Cameroun,49,69.8799952386548,161.5619393190667,1,Female,26.771626137125544,1.55
Ghana,62,67.6764461320902,172.26528198732362,0,Male,22.805627472831198,1.375
Cameroun,51,56.70176834769904,164.39266263672366,0,Female,20.981268617558104,1.725
Cameroun,40,66.9470832346816,164.64193416398138,0,Female,24.697371899247184,1.55
Ghana,19,92.5445176233445,176.01323861223506,0,Male,29.871706130592845,1.375
Egypt,41,96.4616900105031,197.31732981272145,1,Female,24.775612905445673,1.375
Egypt,49,66.8516132764258,152.19307266440921,0,Male,28.861714198167018,1.9
Mali,56,56.43149699967371,193.65341218029323,0,Male,15.04773948732318,1.725
Tunisia,30,81.26868293531274,172.21633122290345,1,Male,27.40151374930891,1.725
Nigeria,39,70.67601388946737,169.1393535791728,1,Female,24.70487805348217,1.55
Egypt,52,51.657904449452126,160.74829847917997,1,Male,19.991437126466966,1.55
Ghana,20,89.66194718089687,175.5979903992173,0,Male,29.078304723500974,1.9
Tunisia,63,74.64646683548858,189.85996277211305,1,Female,20.708205865952248,1.55
Cameroun,59,65.26953032347123,175.42347370021605,0,Male,21.20972679752844,1.9
Togo,63,63.07230793575775,167.3228144391377,1,Male,22.52829897079942,1.9
Ghana,61,79.67130783754443,174.30076749730702,1,Female,26.224266365323178,1.2
Ghana,42,57.477084356423866,199.17521483879017,0,Male,14.488523881249721,1.9
Cameroun,25,84.55241123609497,178.9846636149348,0,Male,26.393340308701315,1.2
Ghana,54,57.00109453725409,153.0250867897445,0,Male,24.342093492614442,1.2
Nigeria,48,95.44682064089218,195.33089947149162,1,Female,25.0160978303737,1.725
Mali,31,61.09781288111618,167.52602629248636,1,Male,21.770133373210193,1.55
Cameroun,20,62.20244084827315,172.6335495026699,0,Female,20.871661691693333,1.55
Togo,63,70.49874281221267,181.99383821932776,0,Female,21.28472305782615,1.375
Nigeria,40,99.8005483486339,163.37067791955826,1,Male,37.39251746043587,1.2
Nigeria,19,98.59629191116667,193.68727447304053,0,Male,26.28199970935254,1.2
Cameroun,48,61.61197502582398,185.29419012641526,0,Female,17.94491998251061,1.375
Togo,63,78.67377513002043,151.2518075430957,1,Male,34.38973611120549,1.375
Mali,49,64.20603072788361,152.08256716803322,1,Female,27.759839613171113,1.9
Egypt,54,74.74843584310483,173.19766241735087,1,Male,24.91827972536275,1.375
Egypt,22,69.20515911613957,153.07727672074606,1,Female,29.533642714299315,1.55
Egypt,21,84.3176905937284,166.57729445429834,0,Female,30.386948862256165,1.9
Nigeria,19,91.03122482427548,151.84832800045555,0,Female,39.47938308532321,1.375
Togo,59,69.97690075665945,161.8832937758708,1,Male,26.702421034151993,1.9
Mali,48,50.17454909816319,190.23595085511926,1,Female,13.864310986814509,1.9
Mali,35,75.25189716243764,177.1830933803834,0,Male,23.97026824253644,1.55
Mali,50,65.45527199456008,153.61685665129707,1,Male,27.73747242208955,1.55
Nigeria,61,67.90927282928924,166.62227898409373,0,Female,24.460365350774165,1.9
Mali,51,77.59706740388557,184.50758122917222,0,Male,22.793807555899498,1.725
Tunisia,25,83.8096550088564,150.84417801238243,0,Female,36.83298764737208,1.375
Tunisia,54,90.14265891212642,168.14441570044195,0,Female,31.88346164333133,1.375
Egypt,18,56.94483895834722,152.25228138673407,1,Male,24.56556466116626,1.2
Mali,56,65.65983976883847,195.28447549691106,1,Female,17.217273538575014,1.9
Togo,19,58.45379369542515,170.12736450501916,0,Female,20.19595311995012,1.725
Tunisia,37,87.71103006222435,151.7117925681364,0,Male,38.10794516607722,1.55
Togo,35,80.28546928247917,189.27215157404095,1,Female,22.41111747747724,1.725
Egypt,27,70.68756126739214,174.10375346587344,0,Male,23.31990251134222,1.725
Nigeria,21,57.662836303162344,176.9637577228307,0,Female,18.413118032615287,1.725
Cameroun,57,60.97050092760247,156.11594373311664,1,Female,25.0164249547816,1.55
Ghana,37,55.11494194702822,166.74877741136714,1,Female,19.821843254075358,1.725
Egypt,24,61.422864202313896,173.0815137122826,0,Male,20.50353267372349,1.9
Togo,48,85.50577776150969,192.65513769427562,0,Female,23.037442873618087,1.2
Mali,25,63.6814524725948,183.45515215907108,1,Female,18.92139423052662,1.375
Tunisia,32,71.35839668473676,159.49254169654577,0,Male,28.052031982697546,1.55
Ghana,32,86.35168509510243,161.23426661877346,0,Male,33.216672445651376,1.2
Nigeria,38,97.90775422986124,161.0729489433281,1,Female,37.73739079438784,1.375
Ghana,43,70.91139977228127,159.86764804429433,1,Male,27.74564893706608,1.2
Ghana,36,73.4603466239547,156.930354573255,0,Female,29.829025213358374,1.9
Togo,29,79.58832524553512,183.07889489816208,0,Male,23.745034313989578,1.2
Togo,51,91.6573057352508,166.87205447754613,1,Male,32.91545487964741,1.375
Egypt,62,53.878193631739464,172.01415583889525,0,Female,18.208939367941035,1.55
Nigeria,30,56.42678393078147,174.7384892221763,0,Male,18.48026289813527,1.9
Togo,54,83.41138095989133,175.42248671622622,0,Female,27.105335379056616,1.55
Cameroun,50,65.16824088528826,180.4229346432658,0,Female,20.019467113301896,1.9
Nigeria,60,79.26561833425137,189.63635149313967,1,Male,22.041526550945008,1.2
Ghana,37,57.63029580511899,155.42255479898006,1,Female,23.857380750443127,1.725
Mali,58,76.41533324466367,177.348380709894,1,Male,24.29551203884112,1.55
Nigeria,64,88.7947023538137,196.33791911787014,1,Female,23.034494616121645,1.725
Cameroun,45,86.21868969357979,155.20925285336327,1,Female,35.79037112318775,1.725
Mali,21,65.91233160217332,157.26743719047707,1,Male,26.64949940617333,1.9
Tunisia,59,97.06992098230523,152.57069216954972,0,Male,41.70061337686074,1.2
Mali,57,56.97734199033904,179.66914380500194,1,Female,17.65042588811151,1.2
Tunisia,59,84.6883548454896,177.22848824534807,0,Female,26.96228098839775,1.2
Tunisia,47,51.345213538164195,195.8189720700251,0,Female,13.390303831955464,1.9
Tunisia,25,77.08765152151287,189.25220606961582,0,Female,21.523005354389053,1.55
Nigeria,61,87.09030418990665,186.24338651755286,1,Male,25.10776687442265,1.725
Tunisia,26,84.49055555271674,179.3108131982024,0,Female,26.278175300416873,1.2
Togo,20,94.89447359864025,195.46672960331415,1,Female,24.836776402320414,1.2
Nigeria,40,60.5352501543634,165.72279746662133,1,Male,22.04163619434297,1.2
Nigeria,33,77.00181584767839,174.12489788920942,1,Female,25.396812769474593,1.2
Egypt,22,97.84176686825737,164.0027025097592,1,Male,36.37661449069884,1.375
Mali,32,97.51622913733381,189.58950486520462,0,Male,27.129907588413854,1.375
Nigeria,49,50.006297854414505,179.509573849515,0,Female,15.518490386773381,1.725
Togo,42,60.85093221823977,174.34738966575964,1,Female,20.01872146222168,1.725
Egypt,46,99.78366283631195,152.36340334383482,1,Male,42.98313739196646,1.725
Nigeria,59,74.14396303050961,172.7505676170653,1,Female,24.84487576850567,1.725
Togo,45,92.63622718661227,158.66435839506005,0,Female,36.797820739426946,1.55
Tunisia,48,98.14062472435293,150.83768563302783,0,Female,43.13493001659528,1.2
Mali,60,79.08004454683245,170.9304897437618,1,Female,27.066233950489252,1.375
Ghana,26,76.46191644854005,155.20441496491796,0,Female,31.74220095919922,1.9
Tunisia,35,87.98399047694045,157.5778101939227,1,Female,35.43345764530175,1.2
Cameroun,34,57.34739283881601,156.63869451410557,0,Male,23.37305972030486,1.9
Mali,43,56.805335616371735,183.83443704714352,1,Male,16.808748962275118,1.2
Togo,42,80.86989431521386,162.92127841691413,0,Female,30.4671097510327,1.9
Egypt,25,58.4271504017207,182.1297800133853,0,Female,17.61378859138396,1.725
Cameroun,55,67.96659988703516,193.43223901527438,0,Female,18.165101403382305,1.375
Tunisia,22,77.7129743754409,183.09925409108567,0,Female,23.180370931433796,1.9
